"state","placefp","cbsa10","stab","placenm","cbsaname10","pop10","afact"
"State code","Place code","CBSA (2010)","State abbreviation","Place name","2010 CBSA name","Population (2010)","placefp to cbsa10 allocation factor"
"18","61020","23060","IN","Poneto town, IN","Fort Wayne, IN Metropolitan Statistical Area",166,1 
"18","61092","16980","IN","Portage city, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",36828,1 
"18","61164","16980","IN","Porter town, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",4858,1 
"18","61236","99999","IN","Portland city, IN","99999",6223,1 
"18","61416","21780","IN","Poseyville town, IN","Evansville, IN-KY Metropolitan Statistical Area",1045,1 
"18","61470","33140","IN","Pottawattamie Park town, IN","Michigan City-La Porte, IN Metropolitan Statistical Area",235,1 
"18","62028","26900","IN","Princes Lakes town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",1312,1 
"18","62046","21780","IN","Princeton city, IN","Evansville, IN-KY Metropolitan Statistical Area",8644,1 
"18","62388","29140","IN","Purdue University CDP, IN","Lafayette, IN Metropolitan Statistical Area",12183,1 
"18","62712","47780","IN","Raglesville CDP, IN","Washington, IN Micropolitan Statistical Area",141,1 
"18","62730","47180","IN","Ragsdale CDP, IN","Vincennes, IN Micropolitan Statistical Area",129,1 
"18","63450","99999","IN","Redkey town, IN","99999",1353,1 
"18","63756","16980","IN","Remington town, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",1185,1 
"18","63792","16980","IN","Rensselaer city, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",5859,1 
"18","63918","99999","IN","Reynolds town, IN","99999",533,1 
"18","64206","99999","IN","Richland town, IN","99999",425,1 
"18","64260","39980","IN","Richmond city, IN","Richmond, IN Micropolitan Statistical Area",36812,1 
"18","64422","99999","IN","Ridgeville town, IN","99999",803,1 
"18","64512","45460","IN","Riley town, IN","Terre Haute, IN Metropolitan Statistical Area",221,1 
"18","64674","17140","IN","Rising Sun city, IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",2304,1 
"18","64728","11300","IN","River Forest town, IN","Anderson, IN Metropolitan Statistical Area",22,1 
"18","64980","26900","IN","Roachdale town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",926,1 
"18","64998","47340","IN","Roann town, IN","Wabash, IN Micropolitan Statistical Area",479,1 
"18","65016","26540","IN","Roanoke town, IN","Huntington, IN Micropolitan Statistical Area",1722,1 
"18","65214","99999","IN","Rochester city, IN","99999",6218,1 
"18","65484","99999","IN","Rockport city, IN","99999",2270,1 
"18","65520","99999","IN","Rockville town, IN","99999",2607,1 
"18","65556","26900","IN","Rocky Ripple town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",606,1 
"18","65736","33140","IN","Rolling Prairie CDP, IN","Michigan City-La Porte, IN Metropolitan Statistical Area",582,1 
"18","65808","28340","IN","Rome City town, IN","Kendallville, IN Micropolitan Statistical Area",1361,1 
"18","65934","99999","IN","Rosedale town, IN","99999",725,1 
"18","65988","43780","IN","Roseland town, IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",630,1 
"18","66006","16980","IN","Roselawn CDP, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",4131,1 
"18","66150","23140","IN","Rossville town, IN","Frankfort, IN Micropolitan Statistical Area",1653,1 
"18","66222","30900","IN","Royal Center town, IN","Logansport, IN Micropolitan Statistical Area",861,1 
"18","66438","99999","IN","Rushville city, IN","99999",6341,1 
"18","66510","26900","IN","Russellville town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",358,1 
"18","66546","29020","IN","Russiaville town, IN","Kokomo, IN Metropolitan Statistical Area",1094,1 
"18","66762","45460","IN","St. Bernice CDP, IN","Terre Haute, IN Metropolitan Statistical Area",646,1 
"18","66834","12140","IN","St. Joe town, IN","Auburn, IN Micropolitan Statistical Area",460,1 
"18","66852","16980","IN","St. John town, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",14850,1 
"18","66978","17140","IN","St. Leon town, IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",678,1 
"18","67050","45460","IN","St. Mary of the Woods CDP, IN","Terre Haute, IN Metropolitan Statistical Area",797,1 
"18","67176","99999","IN","St. Meinrad CDP, IN","99999",706,1 
"18","67212","24700","IN","St. Paul town, IN","Greensburg, IN Micropolitan Statistical Area",615,0.597 
"18","67212","26900","IN","St. Paul town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",416,0.403 
"18","67302","99999","IN","Salamonia town, IN","99999",157,1 
"18","67464","31140","IN","Salem city, IN","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",6319,1 
"18","67608","16980","IN","Salt Creek Commons CDP, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",2117,1 
"18","67626","31140","IN","Saltillo town, IN","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",92,1 
"18","67698","47180","IN","Sandborn town, IN","Vincennes, IN Micropolitan Statistical Area",415,1 
"18","68004","99999","IN","San Pierre CDP, IN","99999",144,1 
"18","68022","99999","IN","Santa Claus town, IN","99999",2481,1 
"18","68058","99999","IN","Saratoga town, IN","99999",254,1 
"18","68220","16980","IN","Schererville town, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",29243,1 
"18","68238","16980","IN","Schneider town, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",277,1 
"18","68328","35860","IN","Scipio CDP, IN","North Vernon, IN Micropolitan Statistical Area",153,1 
"18","68382","14020","IN","Scotland CDP, IN","Bloomington, IN Metropolitan Statistical Area",134,1 
"18","68526","42500","IN","Scottsburg city, IN","Scottsburg, IN Micropolitan Statistical Area",6747,1 
"18","68652","45460","IN","Seelyville town, IN","Terre Haute, IN Metropolitan Statistical Area",1029,1 
"18","68670","31140","IN","Sellersburg town, IN","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",6128,1 
"18","68706","34620","IN","Selma town, IN","Muncie, IN Metropolitan Statistical Area",866,1 
"18","68832","42980","IN","Seymour city, IN","Seymour, IN Micropolitan Statistical Area",17503,1 
"18","68868","29140","IN","Shadeland town, IN","Lafayette, IN Metropolitan Statistical Area",1610,1 
"18","68976","99999","IN","Shamrock Lakes town, IN","99999",231,1 
"18","69048","29020","IN","Sharpsville town, IN","Kokomo, IN Metropolitan Statistical Area",607,1 
"18","69192","45460","IN","Shelburn town, IN","Terre Haute, IN Metropolitan Statistical Area",1252,1 
"18","69246","16980","IN","Shelby CDP, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",539,1 
"18","69318","26900","IN","Shelbyville city, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",19191,1 
"18","69336","45460","IN","Shepardsville CDP, IN","Terre Haute, IN Metropolitan Statistical Area",237,1 
"18","69354","26900","IN","Sheridan town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",2665,1 
"18","69480","99999","IN","Shipshewana town, IN","99999",658,1 
"18","69516","26900","IN","Shirley town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",633,0.763 
"18","69516","35220","IN","Shirley town, IN","New Castle, IN Micropolitan Statistical Area",197,0.237 
"18","69552","99999","IN","Shoals town, IN","99999",756,1 
"18","69642","16980","IN","Shorewood Forest CDP, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",2708,1 
"18","69678","47700","IN","Sidney town, IN","Warsaw, IN Micropolitan Statistical Area",83,1 
"18","69768","47700","IN","Silver Lake town, IN","Warsaw, IN Micropolitan Statistical Area",915,1 
"18","69840","21140","IN","Simonton Lake CDP, IN","Elkhart-Goshen, IN Metropolitan Statistical Area",4678,1 
"18","69894","31980","IN","Sims CDP, IN","Marion, IN Micropolitan Statistical Area",156,1 
"18","70330","14020","IN","Smithville-Sanders CDP, IN","Bloomington, IN Metropolitan Statistical Area",3184,1 
"18","70524","47340","IN","Somerset CDP, IN","Wabash, IN Micropolitan Statistical Area",401,1 
"18","70542","21780","IN","Somerville town, IN","Evansville, IN-KY Metropolitan Statistical Area",293,1 
"18","71000","43780","IN","South Bend city, IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",101168,1 
"18","71288","16980","IN","South Haven CDP, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",5282,1 
"18","71486","26900","IN","Southport city, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",1712,1 
"18","71612","23060","IN","South Whitley town, IN","Fort Wayne, IN Metropolitan Statistical Area",1751,1 
"18","71828","26900","IN","Speedway town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",11812,1 
"18","71972","14020","IN","Spencer town, IN","Bloomington, IN Metropolitan Statistical Area",2217,1 
"18","72008","35220","IN","Spiceland town, IN","New Castle, IN Micropolitan Statistical Area",890,1 
"18","72206","39980","IN","Spring Grove town, IN","Richmond, IN Micropolitan Statistical Area",344,1 
"18","72232","26900","IN","Spring Hill town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",98,1 
"18","72296","26900","IN","Spring Lake town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",218,1 
"18","72332","35220","IN","Springport town, IN","New Castle, IN Micropolitan Statistical Area",149,1 
"18","72440","27540","IN","Spurgeon town, IN","Jasper, IN Micropolitan Statistical Area",207,1 
"18","72638","99999","IN","Star City CDP, IN","99999",344,1 
"18","72764","99999","IN","State Line City town, IN","99999",143,1 
"18","72782","45460","IN","Staunton town, IN","Terre Haute, IN Metropolitan Statistical Area",534,1 
"18","73178","26900","IN","Stilesville town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",316,1 
"18","73232","14020","IN","Stinesville town, IN","Bloomington, IN Metropolitan Statistical Area",198,1 
"18","73340","29140","IN","Stockwell CDP, IN","Lafayette, IN Metropolitan Statistical Area",545,1 
"18","73664","35220","IN","Straughn town, IN","New Castle, IN Micropolitan Statistical Area",222,1 
"18","74006","45460","IN","Sullivan city, IN","Terre Haute, IN Metropolitan Statistical Area",4249,1 
"18","74060","35220","IN","Sulphur Springs town, IN","New Castle, IN Micropolitan Statistical Area",399,1 
"18","74132","11300","IN","Summitville town, IN","Anderson, IN Metropolitan Statistical Area",967,1 
"18","74168","99999","IN","Sunman town, IN","99999",1049,1 
"18","74510","31980","IN","Swayzee town, IN","Marion, IN Micropolitan Statistical Area",981,1 
"18","74546","31980","IN","Sweetser town, IN","Marion, IN Micropolitan Statistical Area",1229,1 
"18","74582","14020","IN","Switz City town, IN","Bloomington, IN Metropolitan Statistical Area",293,1 
"18","74744","47700","IN","Syracuse town, IN","Warsaw, IN Micropolitan Statistical Area",2810,1 
"18","75104","18020","IN","Taylorsville CDP, IN","Columbus, IN Metropolitan Statistical Area",919,1 
"18","75176","45460","IN","Tecumseh CDP, IN","Terre Haute, IN Metropolitan Statistical Area",658,1 
"18","75248","99999","IN","Tell City city, IN","99999",7272,1 
"18","75302","21780","IN","Tennyson town, IN","Evansville, IN-KY Metropolitan Statistical Area",279,1 
"18","75428","45460","IN","Terre Haute city, IN","Terre Haute, IN Metropolitan Statistical Area",60785,1 
"18","75626","26900","IN","Thorntown town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",1520,1 
"18","75986","29020","IN","Tipton city, IN","Kokomo, IN Metropolitan Statistical Area",5106,1 
"18","76022","45460","IN","Toad Hop CDP, IN","Terre Haute, IN Metropolitan Statistical Area",108,1 
"18","76184","99999","IN","Topeka town, IN","99999",1153,1 
"18","76256","16980","IN","Town of Pines town, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",708,1 
"18","76310","26900","IN","Trafalgar town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",1101,1 
"18","76328","33140","IN","Trail Creek town, IN","Michigan City-La Porte, IN Metropolitan Statistical Area",2052,1 
"18","76526","23060","IN","Tri-Lakes CDP, IN","Fort Wayne, IN Metropolitan Statistical Area",1421,1 
"18","76634","99999","IN","Troy town, IN","99999",385,1 
"18","77066","26900","IN","Ulen town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",117,1 
"18","77768","99999","IN","Union City city, IN","99999",3584,1 
"18","77786","23060","IN","Uniondale town, IN","Fort Wayne, IN Metropolitan Statistical Area",310,1 
"18","77912","45460","IN","Universal town, IN","Terre Haute, IN Metropolitan Statistical Area",362,1 
"18","77966","31980","IN","Upland town, IN","Marion, IN Micropolitan Statistical Area",3845,1 
"18","78110","31140","IN","Utica town, IN","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",776,1 
"18","78290","42980","IN","Vallonia CDP, IN","Seymour, IN Micropolitan Statistical Area",336,1 
"18","78326","16980","IN","Valparaiso city, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",31730,1 
"18","78380","26900","IN","Van Bibber Lake CDP, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",485,1 
"18","78470","31980","IN","Van Buren town, IN","Marion, IN Micropolitan Statistical Area",864,1 
"18","78740","99999","IN","Veedersburg town, IN","99999",2180,1 
"18","78776","23060","IN","Vera Cruz town, IN","Fort Wayne, IN Metropolitan Statistical Area",80,1 
"18","78902","35860","IN","Vernon town, IN","North Vernon, IN Micropolitan Statistical Area",318,1 
"18","78974","99999","IN","Versailles town, IN","99999",2113,1 
"18","79010","99999","IN","Vevay town, IN","99999",1683,1 
"18","79208","47180","IN","Vincennes city, IN","Vincennes, IN Micropolitan Statistical Area",18423,1 
"18","79370","47340","IN","Wabash city, IN","Wabash, IN Micropolitan Statistical Area",10666,1 
"18","79478","21140","IN","Wakarusa town, IN","Elkhart-Goshen, IN Metropolitan Statistical Area",1758,1 
"18","79568","26900","IN","Waldron CDP, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",804,1 
"18","79694","43780","IN","Walkerton town, IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",2144,1 
"18","79730","99999","IN","Wallace town, IN","99999",105,1 
"18","79964","30900","IN","Walton town, IN","Logansport, IN Micropolitan Statistical Area",1049,1 
"18","80018","33140","IN","Wanatah town, IN","Michigan City-La Porte, IN Metropolitan Statistical Area",1048,1 
"18","80108","26540","IN","Warren town, IN","Huntington, IN Micropolitan Statistical Area",1239,1 
"18","80234","26900","IN","Warren Park town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",1480,1 
"18","80306","47700","IN","Warsaw city, IN","Warsaw, IN Micropolitan Statistical Area",13559,1 
"18","80504","47780","IN","Washington city, IN","Washington, IN Micropolitan Statistical Area",11509,1 
"18","81278","12140","IN","Waterloo town, IN","Auburn, IN Micropolitan Statistical Area",2242,1 
"18","81458","18820","IN","Waveland town, IN","Crawfordsville, IN Micropolitan Statistical Area",420,1 
"18","82052","18820","IN","Waynetown town, IN","Crawfordsville, IN Micropolitan Statistical Area",958,1 
"18","82376","99999","IN","West Baden Springs town, IN","99999",574,1 
"18","82556","99999","IN","West College Corner town, IN","99999",676,1 
"18","82700","26900","IN","Westfield town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",30068,1 
"18","82790","17140","IN","West Harrison town, IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",289,1 
"18","82862","29140","IN","West Lafayette city, IN","Lafayette, IN Metropolitan Statistical Area",29596,1 
"18","82934","99999","IN","West Lebanon town, IN","99999",723,1 
"18","83204","47180","IN","Westphalia CDP, IN","Vincennes, IN Micropolitan Statistical Area",202,1 
"18","83222","29140","IN","West Point CDP, IN","Lafayette, IN Metropolitan Statistical Area",594,1 
"18","83276","24700","IN","Westport town, IN","Greensburg, IN Micropolitan Statistical Area",1379,1 
"18","83384","45460","IN","West Terre Haute town, IN","Terre Haute, IN Metropolitan Statistical Area",2236,1 
"18","83420","33140","IN","Westville town, IN","Michigan City-La Porte, IN Metropolitan Statistical Area",5853,1 
"18","83528","16980","IN","Wheatfield town, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",853,1 
"18","83564","47180","IN","Wheatland town, IN","Vincennes, IN Micropolitan Statistical Area",480,1 
"18","83600","16980","IN","Wheeler CDP, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",443,1 
"18","83816","26900","IN","Whiteland town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",4169,1 
"18","84014","26900","IN","Whitestown town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",2867,1 
"18","84086","39980","IN","Whitewater town, IN","Richmond, IN Micropolitan Statistical Area",83,1 
"18","84122","16980","IN","Whiting city, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",4997,1 
"18","84302","26900","IN","Wilkinson town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",449,1 
"18","84338","13260","IN","Williams CDP, IN","Bedford, IN Micropolitan Statistical Area",286,1 
"18","84374","26900","IN","Williams Creek town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",407,1 
"18","84410","99999","IN","Williamsport town, IN","99999",1898,1 
"18","84734","99999","IN","Winamac town, IN","99999",2490,1 
"18","84752","99999","IN","Winchester city, IN","99999",4935,1 
"18","84806","29020","IN","Windfall City town, IN","Kokomo, IN Metropolitan Statistical Area",708,1 
"18","84878","16980","IN","Winfield town, IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",4383,1 
"18","84914","18820","IN","Wingate town, IN","Crawfordsville, IN Micropolitan Statistical Area",263,1 
"18","84950","47700","IN","Winona Lake town, IN","Warsaw, IN Micropolitan Statistical Area",4908,1 
"18","84968","27540","IN","Winslow town, IN","Jasper, IN Micropolitan Statistical Area",864,1 
"18","85058","99999","IN","Wolcott town, IN","99999",1001,1 
"18","85076","28340","IN","Wolcottville town, IN","Kendallville, IN Micropolitan Statistical Area",529,0.53 
"18","85076","99999","IN","Wolcottville town, IN","99999",469,0.47 
"18","85184","23060","IN","Woodburn city, IN","Fort Wayne, IN Metropolitan Statistical Area",1520,1 
"18","85400","11300","IN","Woodlawn Heights town, IN","Anderson, IN Metropolitan Statistical Area",79,1 
"18","85598","14020","IN","Worthington town, IN","Bloomington, IN Metropolitan Statistical Area",1463,1 
"18","85742","26900","IN","Wynnedale town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",231,1 
"18","85886","29140","IN","Yeoman town, IN","Lafayette, IN Metropolitan Statistical Area",139,1 
"18","86084","34620","IN","Yorktown town, IN","Muncie, IN Metropolitan Statistical Area",9405,1 
"18","86318","23060","IN","Zanesville town, IN","Fort Wayne, IN Metropolitan Statistical Area",600,1 
"18","86372","26900","IN","Zionsville town, IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",14160,1 
"18","99999","11300","IN"," ","Anderson, IN Metropolitan Statistical Area",44629,0.022 
"18","99999","11420","IN"," ","Angola, IN Micropolitan Statistical Area",20517,0.01 
"18","99999","12140","IN"," ","Auburn, IN Micropolitan Statistical Area",16481,0.008 
"18","99999","13260","IN"," ","Bedford, IN Micropolitan Statistical Area",26318,0.013 
"18","99999","14020","IN"," ","Bloomington, IN Metropolitan Statistical Area",85544,0.041 
"18","99999","16980","IN"," ","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",116636,0.056 
"18","99999","17140","IN"," ","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",43525,0.021 
"18","99999","18020","IN"," ","Columbus, IN Metropolitan Statistical Area",28060,0.014 
"18","99999","18220","IN"," ","Connersville, IN Micropolitan Statistical Area",10720,0.005 
"18","99999","18820","IN"," ","Crawfordsville, IN Micropolitan Statistical Area",15689,0.008 
"18","99999","19540","IN"," ","Decatur, IN Micropolitan Statistical Area",18848,0.009 
"18","99999","21140","IN"," ","Elkhart-Goshen, IN Metropolitan Statistical Area",88639,0.043 
"18","99999","21780","IN"," ","Evansville, IN-KY Metropolitan Statistical Area",129082,0.062 
"18","99999","23060","IN"," ","Fort Wayne, IN Metropolitan Statistical Area",104305,0.05 
"18","99999","23140","IN"," ","Frankfort, IN Micropolitan Statistical Area",11949,0.006 
"18","99999","24700","IN"," ","Greensburg, IN Micropolitan Statistical Area",10874,0.005 
"18","99999","26540","IN"," ","Huntington, IN Micropolitan Statistical Area",14882,0.007 
"18","99999","26900","IN"," ","Indianapolis-Carmel, IN Metropolitan Statistical Area",295110,0.143 
"18","99999","27540","IN"," ","Jasper, IN Micropolitan Statistical Area",26064,0.013 
"18","99999","28340","IN"," ","Kendallville, IN Micropolitan Statistical Area",25695,0.012 
"18","99999","29020","IN"," ","Kokomo, IN Metropolitan Statistical Area",39938,0.019 
"18","99999","29140","IN"," ","Lafayette, IN Metropolitan Statistical Area",73302,0.035 
"18","99999","30900","IN"," ","Logansport, IN Micropolitan Statistical Area",17249,0.008 
"18","99999","31140","IN"," ","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",110418,0.053 
"18","99999","31500","IN"," ","Madison, IN Micropolitan Statistical Area",16249,0.008 
"18","99999","31980","IN"," ","Marion, IN Micropolitan Statistical Area",20594,0.01 
"18","99999","33140","IN"," ","Michigan City-La Porte, IN Metropolitan Statistical Area",41669,0.02 
"18","99999","34620","IN"," ","Muncie, IN Metropolitan Statistical Area",31030,0.015 
"18","99999","35220","IN"," ","New Castle, IN Micropolitan Statistical Area",22819,0.011 
"18","99999","35860","IN"," ","North Vernon, IN Micropolitan Statistical Area",16952,0.008 
"18","99999","37940","IN"," ","Peru, IN Micropolitan Statistical Area",16157,0.008 
"18","99999","38500","IN"," ","Plymouth, IN Micropolitan Statistical Area",26917,0.013 
"18","99999","39980","IN"," ","Richmond, IN Micropolitan Statistical Area",22118,0.011 
"18","99999","42500","IN"," ","Scottsburg, IN Micropolitan Statistical Area",13139,0.006 
"18","99999","42980","IN"," ","Seymour, IN Micropolitan Statistical Area",18921,0.009 
"18","99999","43780","IN"," ","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",71160,0.034 
"18","99999","45460","IN"," ","Terre Haute, IN Metropolitan Statistical Area",69626,0.034 
"18","99999","47180","IN"," ","Vincennes, IN Micropolitan Statistical Area",12896,0.006 
"18","99999","47340","IN"," ","Wabash, IN Micropolitan Statistical Area",13317,0.006 
"18","99999","47700","IN"," ","Warsaw, IN Micropolitan Statistical Area",48106,0.023 
"18","99999","47780","IN"," ","Washington, IN Micropolitan Statistical Area",16949,0.008 
"18","99999","99999","IN"," ","99999",217201,0.105 
"19","00190","99999","IA","Ackley city, IA","99999",1589,1 
"19","00235","19780","IA","Ackworth city, IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",83,1 
"19","00370","19780","IA","Adair city, IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",19,0.024 
"19","00370","99999","IA","Adair city, IA","99999",762,0.976 
"19","00505","19780","IA","Adel city, IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",3682,1 
"19","00595","99999","IA","Afton city, IA","99999",845,1 
"19","00640","36900","IA","Agency city, IA","Ottumwa, IA Micropolitan Statistical Area",638,1 
"19","00730","26980","IA","Ainsworth city, IA","Iowa City, IA Metropolitan Statistical Area",567,1 
"19","00775","99999","IA","Akron city, IA","99999",1486,1 
"19","00865","44740","IA","Albert City city, IA","Storm Lake, IA Micropolitan Statistical Area",699,1 
"19","00910","99999","IA","Albia city, IA","99999",3766,1 
"19","00955","32260","IA","Albion city, IA","Marshalltown, IA Micropolitan Statistical Area",505,1 
"19","01000","16300","IA","Alburnett city, IA","Cedar Rapids, IA Metropolitan Statistical Area",673,1 
"19","01045","99999","IA","Alden city, IA","99999",787,1 
"19","01090","99999","IA","Alexander city, IA","99999",175,1 
"19","01135","99999","IA","Algona city, IA","99999",5560,1 
"19","01180","19780","IA","Alleman city, IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",432,1 
"19","01270","99999","IA","Allerton city, IA","99999",501,1 
"19","01315","99999","IA","Allison city, IA","99999",1029,1 
"19","01495","44740","IA","Alta city, IA","Storm Lake, IA Micropolitan Statistical Area",1883,1 
"19","01540","99999","IA","Alta Vista city, IA","99999",266,1 
"19","01585","99999","IA","Alton city, IA","99999",1216,1 
"19","01630","19780","IA","Altoona city, IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",14541,1 
"19","01675","99999","IA","Alvord city, IA","99999",196,1 
"19","01720","99999","IA","Amana CDP, IA","99999",442,1 
"19","01855","11180","IA","Ames city, IA","Ames, IA Metropolitan Statistical Area",58965,1 
"19","01990","16300","IA","Anamosa city, IA","Cedar Rapids, IA Metropolitan Statistical Area",5533,1 
"19","02035","99999","IA","Anderson CDP, IA","99999",65,1 
"19","02080","17540","IA","Andover city, IA","Clinton, IA Micropolitan Statistical Area",103,1 
"19","02125","99999","IA","Andrew city, IA","99999",434,1 
"19","02260","99999","IA","Anita city, IA","99999",972,1 
"19","02305","19780","IA","Ankeny city, IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",45582,1 
"19","02350","43580","IA","Anthon city, IA","Sioux City, IA-NE-SD Metropolitan Statistical Area",565,1 
"19","02395","99999","IA","Aplington city, IA","99999",1128,1 
"19","02485","99999","IA","Arcadia city, IA","99999",484,1 
"19","02530","99999","IA","Archer city, IA","99999",131,1 
"19","02620","99999","IA","Aredale city, IA","99999",74,1 
"19","02755","99999","IA","Arion city, IA","99999",108,1 
"19","02800","99999","IA","Arispe city, IA","99999",100,1 
"19","02845","99999","IA","Arlington city, IA","99999",429,1 
"19","02935","99999","IA","Armstrong city, IA","99999",926,1 
"19","03025","44020","IA","Arnolds Park city, IA","Spirit Lake, IA Micropolitan Statistical Area",1126,1 
"19","03115","99999","IA","Arthur city, IA","99999",206,1 
"19","03160","20220","IA","Asbury city, IA","Dubuque, IA Metropolitan Statistical Area",4170,1 
"19","03295","99999","IA","Ashton city, IA","99999",458,1 
"19","03340","99999","IA","Aspinwall city, IA","99999",40,1 
"19","03385","34700","IA","Atalissa city, IA","Muscatine, IA Micropolitan Statistical Area",311,1 
"19","03430","99999","IA","Athelstan CDP, IA","99999",19,1 
"19","03475","16300","IA","Atkins city, IA","Cedar Rapids, IA Metropolitan Statistical Area",1670,1 
"19","03520","99999","IA","Atlantic city, IA","99999",7112,1 
"19","03610","99999","IA","Auburn city, IA","99999",322,1 
"19","03655","99999","IA","Audubon city, IA","99999",2176,1 
"19","03745","99999","IA","Aurelia city, IA","99999",1036,1 
"19","03835","99999","IA","Aurora city, IA","99999",185,1 
"19","03970","36540","IA","Avoca city, IA","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",1506,1 
"19","04105","99999","IA","Ayrshire city, IA","99999",143,1 
"19","04195","22700","IA","Badger city, IA","Fort Dodge, IA Micropolitan Statistical Area",561,1 
"19","04240","19780","IA","Bagley city, IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",303,1 
"19","04330","99999","IA","Baldwin city, IA","99999",109,1 
"19","04375","20220","IA","Balltown city, IA","Dubuque, IA Metropolitan Statistical Area",68,1 
"19","04420","99999","IA","Bancroft city, IA","99999",732,1 
"19","04510","20220","IA","Bankston city, IA","Dubuque, IA Metropolitan Statistical Area",25,1 
"19","04555","36820","IA","Barnes City city, IA","Oskaloosa, IA Micropolitan Statistical Area",159,0.903 
"19","04555","99999","IA","Barnes City city, IA","99999",17,0.097 
"19","04645","22700","IA","Barnum city, IA","Fort Dodge, IA Micropolitan Statistical Area",191,1 
"19","04735","99999","IA","Bartlett CDP, IA","99999",50,1 
"19","04780","99999","IA","Bassett city, IA","99999",66,1 
"19","04825","99999","IA","Batavia city, IA","99999",499,1 
"19","04870","99999","IA","Battle Creek city, IA","99999",713,1 
"19","04915","35500","IA","Baxter city, IA","Newton, IA Micropolitan Statistical Area",1101,1 
