"state","placefp","cbsa10","stab","placenm","cbsaname10","pop10","afact"
"State code","Place code","CBSA (2010)","State abbreviation","Place name","2010 CBSA name","Population (2010)","placefp to cbsa10 allocation factor"
"27","56950","33460","MN","St. Francis city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",7218,1 
"27","57022","99999","MN","St. Hilaire city, MN","99999",279,1 
"27","57040","99999","MN","St. James city, MN","99999",4605,1 
"27","57130","41060","MN","St. Joseph city, MN","St. Cloud, MN Metropolitan Statistical Area",6534,1 
"27","57202","99999","MN","St. Leo city, MN","99999",100,1 
"27","57220","33460","MN","St. Louis Park city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",45250,1 
"27","57238","41060","MN","St. Martin city, MN","St. Cloud, MN Metropolitan Statistical Area",308,1 
"27","57292","33460","MN","St. Marys Point city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",368,1 
"27","57346","33460","MN","St. Michael city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",16399,1 
"27","58000","33460","MN","St. Paul city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",285068,1 
"27","58018","33460","MN","St. Paul Park city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",5279,1 
"27","58036","31860","MN","St. Peter city, MN","Mankato-North Mankato, MN Metropolitan Statistical Area",11196,1 
"27","58072","41060","MN","St. Rosa city, MN","St. Cloud, MN Metropolitan Statistical Area",68,1 
"27","58090","41060","MN","St. Stephen city, MN","St. Cloud, MN Metropolitan Statistical Area",851,1 
"27","58144","99999","MN","St. Vincent city, MN","99999",64,1 
"27","58306","99999","MN","Sanborn city, MN","99999",339,1 
"27","58396","99999","MN","Sandstone city, MN","99999",2849,1 
"27","58576","12380","MN","Sargeant city, MN","Austin, MN Micropolitan Statistical Area",61,1 
"27","58612","41060","MN","Sartell city, MN","St. Cloud, MN Metropolitan Statistical Area",15876,1 
"27","58648","41060","MN","Sauk Centre city, MN","St. Cloud, MN Metropolitan Statistical Area",4317,1 
"27","58684","41060","MN","Sauk Rapids city, MN","St. Cloud, MN Metropolitan Statistical Area",12773,1 
"27","58738","33460","MN","Savage city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",26911,1 
"27","58900","33460","MN","Scandia city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",3936,1 
"27","58936","20260","MN","Scanlon city, MN","Duluth, MN-WI Metropolitan Statistical Area",991,1 
"27","59098","99999","MN","Seaforth city, MN","99999",86,1 
"27","59116","35580","MN","Searles CDP, MN","New Ulm, MN Micropolitan Statistical Area",171,1 
"27","59152","99999","MN","Sebeka city, MN","99999",711,1 
"27","59188","99999","MN","Sedan city, MN","99999",45,1 
"27","59314","33460","MN","Shafer city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",1045,1 
"27","59350","33460","MN","Shakopee city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",37076,1 
"27","59566","99999","MN","Shelly city, MN","99999",191,1 
"27","59620","21860","MN","Sherburn city, MN","Fairmont, MN Micropolitan Statistical Area",1137,1 
"27","59782","99999","MN","Shevlin city, MN","99999",176,1 
"27","59998","33460","MN","Shoreview city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",25043,1 
"27","60016","33460","MN","Shorewood city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",7307,1 
"27","60250","99999","MN","Silver Bay city, MN","99999",1887,1 
"27","60322","33460","MN","Silver Creek CDP, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",256,1 
"27","60376","26780","MN","Silver Lake city, MN","Hutchinson, MN Micropolitan Statistical Area",837,1 
"27","60754","31860","MN","Skyline city, MN","Mankato-North Mankato, MN Metropolitan Statistical Area",289,1 
"27","60808","99999","MN","Slayton city, MN","99999",2153,1 
"27","60844","35580","MN","Sleepy Eye city, MN","New Ulm, MN Micropolitan Statistical Area",3599,1 
"27","61006","99999","MN","Sobieski city, MN","99999",195,1 
"27","61114","13420","MN","Solway city, MN","Bemidji, MN Micropolitan Statistical Area",96,1 
"27","61204","20260","MN","Soudan CDP, MN","Duluth, MN-WI Metropolitan Statistical Area",446,1 
"27","61308","99999","MN","South End CDP, MN","99999",25,1 
"27","61402","33460","MN","South Haven city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",187,1 
"27","61492","33460","MN","South St. Paul city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",20160,1 
"27","61690","48820","MN","Spicer city, MN","Willmar, MN Micropolitan Statistical Area",1167,1 
"27","61816","35580","MN","Springfield city, MN","New Ulm, MN Micropolitan Statistical Area",2152,1 
"27","61852","29100","MN","Spring Grove city, MN","La Crosse, WI-MN Metropolitan Statistical Area",1330,1 
"27","61888","41060","MN","Spring Hill city, MN","St. Cloud, MN Metropolitan Statistical Area",85,1 
"27","61996","33460","MN","Spring Lake Park city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",6412,1 
"27","62014","33460","MN","Spring Park city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",1669,1 
"27","62104","99999","MN","Spring Valley city, MN","99999",2479,1 
"27","62284","99999","MN","Squaw Lake city, MN","99999",107,1 
"27","62320","33460","MN","Stacy city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",1456,1 
"27","62356","33460","MN","Stanchfield CDP, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",118,1 
"27","62446","99999","MN","Staples city, MN","99999",2981,1 
"27","62500","99999","MN","Starbuck city, MN","99999",1302,1 
"27","62662","99999","MN","Steen city, MN","99999",180,1 
"27","62698","99999","MN","Stephen city, MN","99999",658,1 
"27","62788","26780","MN","Stewart city, MN","Hutchinson, MN Micropolitan Statistical Area",571,1 
"27","62806","40340","MN","Stewartville city, MN","Rochester, MN Metropolitan Statistical Area",5916,1 
"27","62824","33460","MN","Stillwater city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",18225,1 
"27","62896","49100","MN","Stockton city, MN","Winona, MN Micropolitan Statistical Area",697,1 
"27","63022","99999","MN","Storden city, MN","99999",219,1 
"27","63112","99999","MN","Strandquist city, MN","99999",69,1 
"27","63130","99999","MN","Strathcona city, MN","99999",44,1 
"27","63220","99999","MN","Sturgeon Lake city, MN","99999",439,1 
"27","63454","48820","MN","Sunburg city, MN","Willmar, MN Micropolitan Statistical Area",100,1 
"27","63544","33460","MN","Sunfish Lake city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",521,1 
"27","63778","99999","MN","Swanville city, MN","99999",350,1 
"27","64048","99999","MN","Taconite city, MN","99999",360,1 
"27","64156","99999","MN","Tamarack city, MN","99999",94,1 
"27","64210","12380","MN","Taopi city, MN","Austin, MN Micropolitan Statistical Area",58,1 
"27","64264","32140","MN","Taunton city, MN","Marshall, MN Micropolitan Statistical Area",139,1 
"27","64318","33460","MN","Taylors Falls city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",976,1 
"27","64426","47420","MN","Tenney city, MN","Wahpeton, ND-MN Micropolitan Statistical Area",5,1 
"27","64444","13420","MN","Tenstrike city, MN","Bemidji, MN Micropolitan Statistical Area",201,1 
"27","64543","99999","MN","The Lakes CDP, MN","99999",667,1 
"27","64547","99999","MN","The Ranch CDP, MN","99999",9,1 
"27","64570","99999","MN","Thief River Falls city, MN","99999",8573,1 
"27","64750","20260","MN","Thomson city, MN","Duluth, MN-WI Metropolitan Statistical Area",159,1 
"27","64948","99999","MN","Tintah city, MN","99999",63,1 
"27","65164","33460","MN","Tonka Bay city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",1475,1 
"27","65272","20260","MN","Tower city, MN","Duluth, MN-WI Metropolitan Statistical Area",500,1 
"27","65308","32140","MN","Tracy city, MN","Marshall, MN Micropolitan Statistical Area",2163,1 
"27","65344","24220","MN","Trail city, MN","Grand Forks, ND-MN Metropolitan Statistical Area",46,1 
"27","65470","21860","MN","Trimont city, MN","Fairmont, MN Micropolitan Statistical Area",747,1 
"27","65506","14660","MN","Trommald city, MN","Brainerd, MN Micropolitan Statistical Area",98,1 
"27","65542","99999","MN","Trosky city, MN","99999",86,1 
"27","65668","21860","MN","Truman city, MN","Fairmont, MN Micropolitan Statistical Area",1115,1 
"27","65794","13420","MN","Turtle River city, MN","Bemidji, MN Micropolitan Statistical Area",77,1 
"27","65920","10660","MN","Twin Lakes city, MN","Albert Lea, MN Micropolitan Statistical Area",151,1 
"27","65927","99999","MN","Twin Lakes CDP, MN","99999",149,1 
"27","65938","99999","MN","Twin Valley city, MN","99999",821,1 
"27","65956","99999","MN","Two Harbors city, MN","99999",3745,1 
"27","66046","99999","MN","Tyler city, MN","99999",1143,1 
"27","66136","22020","MN","Ulen city, MN","Fargo, ND-MN Metropolitan Statistical Area",547,1 
"27","66172","22260","MN","Underwood city, MN","Fergus Falls, MN Micropolitan Statistical Area",341,1 
"27","66334","99999","MN","Upsala city, MN","99999",427,1 
"27","66388","22260","MN","Urbank city, MN","Fergus Falls, MN Micropolitan Statistical Area",54,1 
"27","66424","49100","MN","Utica city, MN","Winona, MN Micropolitan Statistical Area",291,1 
"27","66460","33460","MN","Vadnais Heights city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",12302,1 
"27","66766","22260","MN","Vergas city, MN","Fergus Falls, MN Micropolitan Statistical Area",331,1 
"27","66802","33460","MN","Vermillion city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",419,1 
"27","66874","99999","MN","Verndale city, MN","99999",602,1 
"27","66910","31860","MN","Vernon Center city, MN","Mankato-North Mankato, MN Metropolitan Statistical Area",332,1 
"27","66982","99999","MN","Vesta city, MN","99999",319,1 
"27","67036","33460","MN","Victoria city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",7345,1 
"27","67090","99999","MN","Viking city, MN","99999",104,1 
"27","67144","99999","MN","Villard city, MN","99999",254,1 
"27","67180","99999","MN","Vineland CDP, MN","99999",1001,1 
"27","67216","22260","MN","Vining city, MN","Fergus Falls, MN Micropolitan Statistical Area",78,1 
"27","67288","20260","MN","Virginia city, MN","Duluth, MN-WI Metropolitan Statistical Area",8712,1 
"27","67378","40340","MN","Wabasha city, MN","Rochester, MN Metropolitan Statistical Area",2521,1 
"27","67396","99999","MN","Wabasso city, MN","99999",696,1 
"27","67432","33460","MN","Waconia city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",10697,1 
"27","67504","22260","MN","Wadena city, MN","Fergus Falls, MN Micropolitan Statistical Area",66,0.016 
"27","67504","99999","MN","Wadena city, MN","99999",4022,0.984 
"27","67558","99999","MN","Wahkon city, MN","99999",206,1 
"27","67612","41060","MN","Waite Park city, MN","St. Cloud, MN Metropolitan Statistical Area",6715,1 
"27","67756","99999","MN","Waldorf city, MN","99999",229,1 
"27","67792","14660","MN","Walker city, MN","Brainerd, MN Micropolitan Statistical Area",941,1 
"27","67846","99999","MN","Walnut Grove city, MN","99999",871,1 
"27","67900","99999","MN","Walters city, MN","99999",73,1 
"27","67918","12380","MN","Waltham city, MN","Austin, MN Micropolitan Statistical Area",151,1 
"27","67972","39860","MN","Wanamingo city, MN","Red Wing, MN Micropolitan Statistical Area",1086,1 
"27","68008","99999","MN","Wanda city, MN","99999",84,1 
"27","68080","99999","MN","Warba city, MN","99999",181,1 
"27","68170","99999","MN","Warren city, MN","99999",1563,1 
"27","68224","99999","MN","Warroad city, MN","99999",1781,1 
"27","68260","22060","MN","Warsaw CDP, MN","Faribault-Northfield, MN Micropolitan Statistical Area",627,1 
"27","68296","99999","MN","Waseca city, MN","99999",9410,1 
"27","68548","33460","MN","Watertown city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",4205,1 
"27","68584","99999","MN","Waterville city, MN","99999",1868,1 
"27","68620","99999","MN","Watkins city, MN","99999",962,1 
"27","68656","99999","MN","Watson city, MN","99999",205,1 
"27","68674","99999","MN","Waubun city, MN","99999",400,1 
"27","68764","33460","MN","Waverly city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",1357,1 
"27","68818","33460","MN","Wayzata city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",3688,1 
"27","69070","21860","MN","Welcome city, MN","Fairmont, MN Micropolitan Statistical Area",686,1 
"27","69106","99999","MN","Wells city, MN","99999",2343,1 
"27","69142","99999","MN","Wendell city, MN","99999",167,1 
"27","69250","99999","MN","Westbrook city, MN","99999",739,1 
"27","69304","40340","MN","West Concord city, MN","Rochester, MN Metropolitan Statistical Area",782,1 
"27","69628","99999","MN","Westport city, MN","99999",57,1 
"27","69690","99999","MN","West Roy Lake CDP, MN","99999",74,1 
"27","69700","33460","MN","West St. Paul city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",19540,1 
"27","69736","99999","MN","West Union city, MN","99999",111,1 
"27","69808","99999","MN","Whalan city, MN","99999",63,1 
"27","69844","99999","MN","Wheaton city, MN","99999",1424,1 
"27","69880","14660","MN","Whipholt CDP, MN","Brainerd, MN Micropolitan Statistical Area",99,1 
"27","69970","33460","MN","White Bear Lake city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",23797,1 
"27","70006","99999","MN","White Earth CDP, MN","99999",580,1 
"27","70258","99999","MN","Wilder city, MN","99999",60,1 
"27","70366","33460","MN","Willernie city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",507,1 
"27","70402","99999","MN","Williams city, MN","99999",191,1 
"27","70420","48820","MN","Willmar city, MN","Willmar, MN Micropolitan Statistical Area",19610,1 
"27","70492","99999","MN","Willow River city, MN","99999",415,1 
"27","70582","49380","MN","Wilmont city, MN","Worthington, MN Micropolitan Statistical Area",339,1 
"27","70708","13420","MN","Wilton city, MN","Bemidji, MN Micropolitan Statistical Area",204,1 
"27","70798","99999","MN","Windom city, MN","99999",4646,1 
"27","70870","24220","MN","Winger city, MN","Grand Forks, ND-MN Metropolitan Statistical Area",220,1 
"27","70924","99999","MN","Winnebago city, MN","99999",1437,1 
"27","71032","49100","MN","Winona city, MN","Winona, MN Micropolitan Statistical Area",27592,1 
"27","71086","26780","MN","Winsted city, MN","Hutchinson, MN Micropolitan Statistical Area",2355,1 
"27","71122","99999","MN","Winthrop city, MN","99999",1399,1 
"27","71140","20260","MN","Winton city, MN","Duluth, MN-WI Metropolitan Statistical Area",172,1 
"27","71338","99999","MN","Wolf Lake city, MN","99999",57,1 
"27","71392","47420","MN","Wolverton city, MN","Wahpeton, ND-MN Micropolitan Statistical Area",142,1 
"27","71428","33460","MN","Woodbury city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",61961,1 
"27","71446","99999","MN","Wood Lake city, MN","99999",439,1 
"27","71500","33460","MN","Woodland city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",437,1 
"27","71680","99999","MN","Woodstock city, MN","99999",124,1 
"27","71734","49380","MN","Worthington city, MN","Worthington, MN Micropolitan Statistical Area",12764,1 
"27","71788","20260","MN","Wrenshall city, MN","Duluth, MN-WI Metropolitan Statistical Area",399,1 
"27","71824","20260","MN","Wright city, MN","Duluth, MN-WI Metropolitan Statistical Area",127,1 
"27","71950","99999","MN","Wykoff city, MN","99999",444,1 
"27","72022","33460","MN","Wyoming city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",7791,1 
"27","72184","99999","MN","Zemple city, MN","99999",93,1 
"27","72238","33460","MN","Zimmerman city, MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",5228,1 
"27","72310","40340","MN","Zumbro Falls city, MN","Rochester, MN Metropolitan Statistical Area",207,1 
"27","72328","39860","MN","Zumbrota city, MN","Red Wing, MN Micropolitan Statistical Area",3252,1 
"27","99999","10660","MN"," ","Albert Lea, MN Micropolitan Statistical Area",8716,0.009 
"27","99999","10820","MN"," ","Alexandria, MN Micropolitan Statistical Area",20197,0.021 
"27","99999","12380","MN"," ","Austin, MN Micropolitan Statistical Area",8418,0.009 
"27","99999","13420","MN"," ","Bemidji, MN Micropolitan Statistical Area",24384,0.026 
"27","99999","14660","MN"," ","Brainerd, MN Micropolitan Statistical Area",48386,0.051 
"27","99999","20260","MN"," ","Duluth, MN-WI Metropolitan Statistical Area",60106,0.064 
"27","99999","21860","MN"," ","Fairmont, MN Micropolitan Statistical Area",5367,0.006 
"27","99999","22020","MN"," ","Fargo, ND-MN Metropolitan Statistical Area",7775,0.008 
"27","99999","22060","MN"," ","Faribault-Northfield, MN Micropolitan Statistical Area",14967,0.016 
"27","99999","22260","MN"," ","Fergus Falls, MN Micropolitan Statistical Area",31665,0.034 
"27","99999","24220","MN"," ","Grand Forks, ND-MN Metropolitan Statistical Area",10141,0.011 
"27","99999","26780","MN"," ","Hutchinson, MN Micropolitan Statistical Area",10154,0.011 
"27","99999","29100","MN"," ","La Crosse, WI-MN Metropolitan Statistical Area",7731,0.008 
"27","99999","31860","MN"," ","Mankato-North Mankato, MN Metropolitan Statistical Area",19771,0.021 
"27","99999","32140","MN"," ","Marshall, MN Micropolitan Statistical Area",5298,0.006 
"27","99999","33460","MN"," ","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",189404,0.201 
"27","99999","35580","MN"," ","New Ulm, MN Micropolitan Statistical Area",5559,0.006 
"27","99999","36940","MN"," ","Owatonna, MN Micropolitan Statistical Area",7051,0.007 
"27","99999","39860","MN"," ","Red Wing, MN Micropolitan Statistical Area",14391,0.015 
"27","99999","40340","MN"," ","Rochester, MN Metropolitan Statistical Area",36835,0.039 
"27","99999","41060","MN"," ","St. Cloud, MN Metropolitan Statistical Area",51483,0.055 
"27","99999","47420","MN"," ","Wahpeton, ND-MN Micropolitan Statistical Area",2291,0.002 
"27","99999","48820","MN"," ","Willmar, MN Micropolitan Statistical Area",16289,0.017 
"27","99999","49100","MN"," ","Winona, MN Micropolitan Statistical Area",11423,0.012 
"27","99999","49380","MN"," ","Worthington, MN Micropolitan Statistical Area",4661,0.005 
"27","99999","99999","MN"," ","99999",319870,0.339 
"28","00100","37060","MS","Abbeville town, MS","Oxford, MS Micropolitan Statistical Area",419,1 
"28","00180","99999","MS","Aberdeen city, MS","99999",5612,1 
"28","00300","99999","MS","Ackerman town, MS","99999",1510,1 
"28","00680","99999","MS","Alcorn State University CDP, MS","99999",1017,1 
"28","00820","46180","MS","Algoma town, MS","Tupelo, MS Micropolitan Statistical Area",590,1 
"28","00940","17380","MS","Alligator town, MS","Cleveland, MS Micropolitan Statistical Area",208,1 
"28","01260","99999","MS","Amory city, MS","99999",7316,1 
"28","01500","99999","MS","Anguilla town, MS","99999",726,1 
"28","01820","24740","MS","Arcola town, MS","Greenville, MS Micropolitan Statistical Area",361,1 
"28","02060","25620","MS","Arnold Line CDP, MS","Hattiesburg, MS Metropolitan Statistical Area",1719,1 
"28","02100","18060","MS","Artesia town, MS","Columbus, MS Micropolitan Statistical Area",440,1 
"28","02140","99999","MS","Ashland town, MS","99999",569,1 
"28","02700","46180","MS","Baldwyn city, MS","Tupelo, MS Micropolitan Statistical Area",1385,0.42 
"28","02700","99999","MS","Baldwyn city, MS","99999",1912,0.58 
"28","03580","99999","MS","Bassfield town, MS","99999",254,1 
"28","03620","99999","MS","Batesville city, MS","99999",7463,1 
"28","03980","25060","MS","Bay St. Louis city, MS","Gulfport-Biloxi, MS Metropolitan Statistical Area",9260,1 
"28","04060","29860","MS","Bay Springs city, MS","Laurel, MS Micropolitan Statistical Area",1786,1 
"28","04500","25620","MS","Beaumont town, MS","Hattiesburg, MS Metropolitan Statistical Area",951,1 
"28","04540","27140","MS","Beauregard village, MS","Jackson, MS Metropolitan Statistical Area",326,1 
"28","04705","46980","MS","Beechwood CDP, MS","Vicksburg, MS Micropolitan Statistical Area",3426,1 
"28","05100","99999","MS","Belmont town, MS","99999",2021,1 
"28","05140","99999","MS","Belzoni city, MS","99999",2235,1 
"28","05220","17380","MS","Benoit town, MS","Cleveland, MS Micropolitan Statistical Area",477,1 
"28","05380","49540","MS","Bentonia town, MS","Yazoo City, MS Micropolitan Statistical Area",440,1 
"28","05820","17380","MS","Beulah town, MS","Cleveland, MS Micropolitan Statistical Area",348,1 
"28","06060","99999","MS","Big Creek village, MS","99999",154,1 
"28","06180","37700","MS","Big Point CDP, MS","Pascagoula, MS Metropolitan Statistical Area",611,1 
"28","06220","25060","MS","Biloxi city, MS","Gulfport-Biloxi, MS Metropolitan Statistical Area",44054,1 
"28","07060","99999","MS","Blue Mountain town, MS","99999",920,1 
"28","07100","99999","MS","Blue Springs village, MS","99999",228,1 
"28","07330","32940","MS","Bogue Chitto CDP, MS","Meridian, MS Micropolitan Statistical Area",169,0.191 
"28","07330","99999","MS","Bogue Chitto CDP, MS","99999",718,0.809 
"28","07340","15020","MS","Bogue Chitto CDP, MS","Brookhaven, MS Micropolitan Statistical Area",522,1 
"28","07540","27140","MS","Bolton town, MS","Jackson, MS Metropolitan Statistical Area",567,1 
"28","07780","99999","MS","Booneville city, MS","99999",8743,1 
"28","08180","17380","MS","Boyle town, MS","Cleveland, MS Micropolitan Statistical Area",650,1 
"28","08300","27140","MS","Brandon city, MS","Jackson, MS Metropolitan Statistical Area",21705,1 
"28","08460","27140","MS","Braxton village, MS","Jackson, MS Metropolitan Statistical Area",183,1 
"28","08655","32820","MS","Bridgetown CDP, MS","Memphis, TN-MS-AR Metropolitan Statistical Area",1742,1 
"28","08820","15020","MS","Brookhaven city, MS","Brookhaven, MS Micropolitan Statistical Area",12513,1 
"28","08980","99999","MS","Brooksville town, MS","99999",1223,1 
"28","09180","99999","MS","Bruce town, MS","99999",1939,1 
"28","09380","99999","MS","Buckatunna CDP, MS","99999",516,1 
"28","09460","99999","MS","Bude town, MS","99999",1063,1 
"28","09820","99999","MS","Burnsville town, MS","99999",936,1 
"28","10060","32820","MS","Byhalia town, MS","Memphis, TN-MS-AR Metropolitan Statistical Area",1302,1 
"28","10140","27140","MS","Byram city, MS","Jackson, MS Metropolitan Statistical Area",11489,1 
"28","10460","18060","MS","Caledonia town, MS","Columbus, MS Micropolitan Statistical Area",1041,1 
"28","10580","99999","MS","Calhoun City town, MS","99999",1774,1 
"28","11100","27140","MS","Canton city, MS","Jackson, MS Metropolitan Statistical Area",13189,1 
"28","11580","24900","MS","Carrollton town, MS","Greenwood, MS Micropolitan Statistical Area",190,1 
"28","11780","99999","MS","Carthage city, MS","99999",5075,1 
"28","11820","99999","MS","Cary town, MS","99999",313,1 
"28","12740","32620","MS","Centreville town, MS","McComb, MS Micropolitan Statistical Area",251,0.149 
"28","12740","99999","MS","Centreville town, MS","99999",1433,0.851 
"28","12900","99999","MS","Charleston city, MS","99999",2193,1 
"28","13580","99999","MS","Chunky town, MS","99999",326,1 
"28","13700","99999","MS","Clara CDP, MS","99999",410,1 
"28","13820","17260","MS","Clarksdale city, MS","Clarksdale, MS Micropolitan Statistical Area",17962,1 
"28","14140","27140","MS","Cleary CDP, MS","Jackson, MS Metropolitan Statistical Area",1544,1 
"28","14260","17380","MS","Cleveland city, MS","Cleveland, MS Micropolitan Statistical Area",12334,1 
"28","14420","27140","MS","Clinton city, MS","Jackson, MS Metropolitan Statistical Area",25216,1 
"28","14540","35020","MS","Cloverdale CDP, MS","Natchez, MS-LA Micropolitan Statistical Area",645,1 
"28","14580","17260","MS","Coahoma town, MS","Clarksdale, MS Micropolitan Statistical Area",377,1 
"28","14740","99999","MS","Coffeeville town, MS","99999",905,1 
"28","14900","32820","MS","Coldwater town, MS","Memphis, TN-MS-AR Metropolitan Statistical Area",1677,1 
"28","15140","99999","MS","Collins city, MS","99999",2586,1 
"28","15180","32940","MS","Collinsville CDP, MS","Meridian, MS Micropolitan Statistical Area",1948,1 
"28","15340","99999","MS","Columbia city, MS","99999",6582,1 
"28","15380","18060","MS","Columbus city, MS","Columbus, MS Micropolitan Statistical Area",23640,1 
"28","15420","18060","MS","Columbus AFB CDP, MS","Columbus, MS Micropolitan Statistical Area",1373,1 
"28","15500","99999","MS","Como town, MS","99999",1279,1 
"28","15540","99999","MS","Conehatta CDP, MS","99999",1342,1 
"28","15700","18420","MS","Corinth city, MS","Corinth, MS Micropolitan Statistical Area",14573,1 
"28","15980","99999","MS","Courtland town, MS","99999",511,1 
"28","16420","18060","MS","Crawford town, MS","Columbus, MS Micropolitan Statistical Area",641,1 
"28","16460","99999","MS","Crenshaw town, MS","99999",885,1 
"28","16620","32620","MS","Crosby town, MS","McComb, MS Micropolitan Statistical Area",79,0.248 
"28","16620","99999","MS","Crosby town, MS","99999",239,0.752 
"28","16940","99999","MS","Crowder town, MS","99999",712,1 
"28","16980","99999","MS","Cruger town, MS","99999",386,1 
"28","17060","27140","MS","Crystal Springs city, MS","Jackson, MS Metropolitan Statistical Area",5044,1 
"28","17700","99999","MS","Darling CDP, MS","99999",226,1 
"28","18180","99999","MS","Decatur town, MS","99999",1841,1 
"28","18340","32940","MS","De Kalb town, MS","Meridian, MS Micropolitan Statistical Area",1164,1 
"28","18420","25060","MS","DeLisle CDP, MS","Gulfport-Biloxi, MS Metropolitan Statistical Area",1147,1 
"28","18940","99999","MS","Derma town, MS","99999",1025,1 
"28","19100","25060","MS","Diamondhead CDP, MS","Gulfport-Biloxi, MS Metropolitan Statistical Area",8425,1 
"28","19180","25060","MS","DIberville city, MS","Gulfport-Biloxi, MS Metropolitan Statistical Area",9486,1 
"28","19340","27140","MS","DLo town, MS","Jackson, MS Metropolitan Statistical Area",452,1 
"28","19420","26940","MS","Doddsville town, MS","Indianola, MS Micropolitan Statistical Area",98,1 
"28","20020","26940","MS","Drew city, MS","Indianola, MS Micropolitan Statistical Area",1927,1 
"28","20260","99999","MS","Duck Hill town, MS","99999",732,1 
"28","20340","99999","MS","Dumas town, MS","99999",470,1 
"28","20380","17380","MS","Duncan town, MS","Cleveland, MS Micropolitan Statistical Area",423,1 
"28","20500","99999","MS","Durant city, MS","99999",2673,1 
"28","21340","46180","MS","Ecru town, MS","Tupelo, MS Micropolitan Statistical Area",895,1 
"28","21420","49540","MS","Eden village, MS","Yazoo City, MS Micropolitan Statistical Area",103,1 
"28","21580","27140","MS","Edwards town, MS","Jackson, MS Metropolitan Statistical Area",1034,1 
"28","21940","24980","MS","Elliott CDP, MS","Grenada, MS Micropolitan Statistical Area",990,1 
"28","22020","29860","MS","Ellisville city, MS","Laurel, MS Micropolitan Statistical Area",4448,1 
"28","22580","32940","MS","Enterprise town, MS","Meridian, MS Micropolitan Statistical Area",526,1 
"28","22900","37700","MS","Escatawpa CDP, MS","Pascagoula, MS Metropolitan Statistical Area",3722,1 
"28","23220","99999","MS","Ethel town, MS","99999",418,1 
"28","23420","99999","MS","Eupora city, MS","99999",2197,1 
"28","24180","99999","MS","Falcon town, MS","99999",167,1 
"28","24220","99999","MS","Falkner town, MS","99999",514,1 
"28","24420","18420","MS","Farmington town, MS","Corinth, MS Micropolitan Statistical Area",2186,1 
"28","24460","17260","MS","Farrell CDP, MS","Clarksdale, MS Micropolitan Statistical Area",218,1 
"28","24500","99999","MS","Fayette city, MS","99999",1614,1 
"28","24940","27140","MS","Flora town, MS","Jackson, MS Metropolitan Statistical Area",1886,1 
